item_x,item_y,item_z,dist_x_y,dist_x_z,dist_y_z,format_str
apple,cabbage,lego,2.1233561277625532,3.546950852688429,3.706670501974906,"Which is more similar to apple, cabbage or lego?"
sticker,dice,boar,1.8139590947112394,3.5061332584996023,3.482288717056749,"Which is more similar to sticker, dice or boar?"
pecan,coffeemaker,bowling ball,2.424379370349919,3.519559987467489,3.671657668206297,"Which is more similar to pecan, coffeemaker or bowling ball?"
praying mantis,gopher,barrel,1.9018409403797503,3.643813046714295,3.7166288235782194,"Which is more similar to praying mantis, gopher or barrel?"
peanut butter,pie,tapestry,1.0605356027238189,3.570785949331297,3.508015359082117,"Which is more similar to peanut butter, pie or tapestry?"
saltshaker,pistachio,spider web,2.071222879352837,3.5367827494407345,3.3869565682516334,"Which is more similar to saltshaker, pistachio or spider web?"
bubble,jar,bookshelf,2.452067402052824,3.614644102502854,2.9676715266392195,"Which is more similar to bubble, jar or bookshelf?"
wire,glue,revolver,2.3556118343315573,3.6341289909152703,3.301798202177121,"Which is more similar to wire, glue or revolver?"
lettuce,cactus,robe,2.01475207921617,3.7429819582117636,3.34211799158827,"Which is more similar to lettuce, cactus or robe?"
wrap,papaya,beachball,1.5963870041840473,3.531690927687632,3.8017450577945735,"Which is more similar to wrap, papaya or beachball?"
chicken wire,harmonica,peach,2.3194000300653608,3.5400685477107863,3.581565040741625,"Which is more similar to chicken wire, harmonica or peach?"
guinea pig,camel,snorkel,0.972700710396742,3.6194891490942642,3.4775920972782037,"Which is more similar to guinea pig, camel or snorkel?"
cork,macadamia,knee,2.3654883696037,3.5619106259435767,3.723724676416841,"Which is more similar to cork, macadamia or knee?"
top hat,sombrero,grate,1.9712295220937825,3.7436371126278774,3.9510887900317635,"Which is more similar to top hat, sombrero or grate?"
stingray,caterpillar,chalice,2.158621344868216,3.501487365522452,3.5467416930740234,"Which is more similar to stingray, caterpillar or chalice?"
sushi,cherry,cable,2.110366568881444,3.638915839240823,3.63386242357243,"Which is more similar to sushi, cherry or cable?"
bouquet,sunflower,dynamite,1.6836273298927587,3.7109241569261804,3.589825370051411,"Which is more similar to bouquet, sunflower or dynamite?"
shorts,mustache,dynamite,1.8570415462803391,3.639233484789675,3.372188124784037,"Which is more similar to shorts, mustache or dynamite?"
highchair,microwave,mouse,2.432136421694898,3.617933085862901,3.4637215772474987,"Which is more similar to highchair, microwave or mouse?"
magnifying glass,paperweight,scallion,2.0695765869441614,3.6892902758940167,3.1883290774095583,"Which is more similar to magnifying glass, paperweight or scallion?"
mascara,ear,crouton,1.7283230747065388,3.5780314775583664,3.350587806150992,"Which is more similar to mascara, ear or crouton?"
caviar,pomegranate,corsage,1.7276251931272644,3.5217460718232347,3.3715325766376014,"Which is more similar to caviar, pomegranate or corsage?"
kebab,punch,rickshaw,1.7546364674952306,3.6331312461596554,3.6553549980590234,"Which is more similar to kebab, punch or rickshaw?"
hockey stick,skewer,raccoon,2.2797676772642346,3.618773170383023,3.8726089023569545,"Which is more similar to hockey stick, skewer or raccoon?"
coffee table,latch,lion,1.9936507710772953,3.6208101797882972,3.4683876955936426,"Which is more similar to coffee table, latch or lion?"
pitcher,eggbeater,moth,2.4033570082519793,3.677020824288435,3.6281785219147245,"Which is more similar to pitcher, eggbeater or moth?"
brooch,bow,chipmunk,2.134459557157813,3.5672486302010538,3.578609975982072,"Which is more similar to brooch, bow or chipmunk?"
stamp,chess piece,fire,2.217275438516839,3.529719746280643,3.3954852323872524,"Which is more similar to stamp, chess piece or fire?"
scoreboard,altar,polar bear,2.344527874965615,3.578139984093427,3.4548749012794553,"Which is more similar to scoreboard, altar or polar bear?"
stretcher,tricycle,biscuit,2.149451291004636,3.6587687601166414,3.6272260950025466,"Which is more similar to stretcher, tricycle or biscuit?"
orange rind,crumb,tuba,1.5017128604730445,3.715954445475438,3.54803727329947,"Which is more similar to orange rind, crumb or tuba?"
recorder,chime,ferret,2.358744693880149,3.7671414669171233,3.81040901760681,"Which is more similar to recorder, chime or ferret?"
wrapping paper,loom,horse,2.300217099943493,3.588967431990345,3.260243865792449,"Which is more similar to wrapping paper, loom or horse?"
typewriter,camera lens,stingray,2.089572870490209,3.554051366769298,3.3857170754364314,"Which is more similar to typewriter, camera lens or stingray?"
slingshot,bike,knee,2.4143674922163685,3.694870667300369,3.913093249257589,"Which is more similar to slingshot, bike or knee?"
incense,column,cheetah,2.47033445262001,3.527579821080267,3.380053466832093,"Which is more similar to incense, column or cheetah?"
gearshift,candlestick,artichoke,2.4188281117396815,3.588619359745988,3.567803690825735,"Which is more similar to gearshift, candlestick or artichoke?"
match,dynamite,hummus,1.9415023978717034,3.7650496364000046,3.7253199189744524,"Which is more similar to match, dynamite or hummus?"
spoon,staple,kangaroo,2.247267655996448,3.5505439651619435,3.3835982818887835,"Which is more similar to spoon, staple or kangaroo?"
bell,waterwheel,playpen,2.206484707733267,3.721767374880513,3.4592508851985753,"Which is more similar to bell, waterwheel or playpen?"
brick,domino,rooster,2.2935027097341245,3.5343882726492772,3.3823066669186455,"Which is more similar to brick, domino or rooster?"
hammock,loveseat,diamond,2.167320147533764,3.8283711003251697,3.6531361108578633,"Which is more similar to hammock, loveseat or diamond?"
top hat,harmonica,cabbage,2.481271931930453,3.5308247900440475,3.472232042146524,"Which is more similar to top hat, harmonica or cabbage?"
bark,coffin,first-aid kit,2.1890729916956078,3.6581796916707923,3.032111245086802,"Which is more similar to bark, coffin or first-aid kit?"
jet,minivan,panda,2.3538638978224324,3.552602200817998,3.144505767597844,"Which is more similar to jet, minivan or panda?"
man,swimsuit,lumber,2.3790669839874345,3.568846682615977,3.57518343898741,"Which is more similar to man, swimsuit or lumber?"
handle,ladder,rabbit,2.4276830026294727,3.5205946039992138,3.8437786853458604,"Which is more similar to handle, ladder or rabbit?"
sauerkraut,hummus,tuba,1.0412554413744006,3.8610597805476967,3.8613649567701285,"Which is more similar to sauerkraut, hummus or tuba?"
bungee,headlamp,gopher,2.145413445544243,3.7899742621155976,3.485652095358955,"Which is more similar to bungee, headlamp or gopher?"
unicycle,sidecar,ladybug,2.3043020920957558,3.5721454240364925,3.590099569768977,"Which is more similar to unicycle, sidecar or ladybug?"
bracelet,hairspray,grate,2.390691987318511,3.7693397950615832,3.977984938394864,"Which is more similar to bracelet, hairspray or grate?"
rollerskate,toga,shark,2.4242694189950043,3.5080517866684757,3.313077785357129,"Which is more similar to rollerskate, toga or shark?"
ladybug,calf,lid,2.4758109592284847,3.6230531079145005,3.3920038498300658,"Which is more similar to ladybug, calf or lid?"
ping-pong table,barbell,hedgehog,1.8016205308851216,3.546661276509808,3.449417657507234,"Which is more similar to ping-pong table, barbell or hedgehog?"
vent,ratchet,cabbage,2.4368159778675316,3.557215063913016,3.7419309993475527,"Which is more similar to vent, ratchet or cabbage?"
straw,thorn,cape,2.30185421929442,3.6543944933870804,3.0774455067016833,"Which is more similar to straw, thorn or cape?"
hatchet,tongs,chandelier,2.104181724388001,3.6220889190007246,3.0636368352273102,"Which is more similar to hatchet, tongs or chandelier?"
shoulder,t-shirt,dynamite,2.4039522498142403,3.5755160925352607,3.4602037401288084,"Which is more similar to shoulder, t-shirt or dynamite?"
letter opener,padlock,blowfish,2.199162926357489,3.5006986282430472,3.5037252206518765,"Which is more similar to letter opener, padlock or blowfish?"
ram,reindeer,place mat,0.7879104886661037,3.6024159752243703,3.3455822288280195,"Which is more similar to ram, reindeer or place mat?"
pipe,braid,cilantro,2.3055342099739087,3.6196892577041084,3.462428972155855,"Which is more similar to pipe, braid or cilantro?"
outlet,showerhead,corsage,2.255272529685013,3.592814398542622,3.692168531983603,"Which is more similar to outlet, showerhead or corsage?"
gyro,lemonade,tinsel,1.969421985836038,3.54942409483975,3.1608169159190473,"Which is more similar to gyro, lemonade or tinsel?"
heater,trapdoor,skull,2.4983018237756447,3.5748640223305004,3.235904522973616,"Which is more similar to heater, trapdoor or skull?"
beanie,bulletproof vest,lumber,2.3981872840717218,3.7165621842566123,3.685156158946963,"Which is more similar to beanie, bulletproof vest or lumber?"
charcoal,raisin,helmet,2.37590422043619,3.6122851368701965,3.3856893180137044,"Which is more similar to charcoal, raisin or helmet?"
printer,tripod,otter,2.188409442033293,3.5371976443544475,3.518754390873513,"Which is more similar to printer, tripod or otter?"
chicken,wax,knitting,2.1847272301536522,3.537346185552245,3.2564031620604985,"Which is more similar to chicken, wax or knitting?"
lamppost,penholder,bowling ball,2.360453977437084,3.665707126787938,3.197329882911995,"Which is more similar to lamppost, penholder or bowling ball?"
hula hoop,panties,cilantro,2.231770437877072,3.5129977262942247,3.666119082897394,"Which is more similar to hula hoop, panties or cilantro?"
parking meter,metronome,meerkat,1.527889219508177,3.578089896531651,3.5515065560559256,"Which is more similar to parking meter, metronome or meerkat?"
tuning fork,handbrake,peach,2.475153399726288,3.81117069061502,3.7044575420193184,"Which is more similar to tuning fork, handbrake or peach?"
incense,arrow,deer,2.096599306714038,3.646830269796203,3.246176001743993,"Which is more similar to incense, arrow or deer?"
filter,washboard,gopher,2.222346287105454,3.8086679440934192,3.4847789141696848,"Which is more similar to filter, washboard or gopher?"
eyeliner,footrest,shrimp,2.318275706480237,3.5827691439627007,3.5132759306014956,"Which is more similar to eyeliner, footrest or shrimp?"
star fruit,spareribs,scalpel,2.194234201782114,3.5938146343024724,3.3201738318544574,"Which is more similar to star fruit, spareribs or scalpel?"
wig,robe,soccer ball,2.44496439451983,3.6895701522974806,3.8467227605736674,"Which is more similar to wig, robe or soccer ball?"
payphone,trashcan,cilantro,2.174251314121799,3.581553691278121,3.482348596418498,"Which is more similar to payphone, trashcan or cilantro?"
jewelry,swizzle stick,pigeon,2.413737341146249,3.566033498162416,3.363176173208249,"Which is more similar to jewelry, swizzle stick or pigeon?"
mousepad,box,spider web,2.108449682068707,3.5771815631698667,3.4436742012482067,"Which is more similar to mousepad, box or spider web?"
magnet,razor,okra,1.9636508262262995,3.527334237151389,3.5157413769262345,"Which is more similar to magnet, razor or okra?"
laundry basket,bin,warthog,2.2789803974316176,3.516468478479875,3.5765104508495686,"Which is more similar to laundry basket, bin or warthog?"
bib,sleeping bag,hatchet,2.454324188631985,3.5001488049867104,2.7848137119656875,"Which is more similar to bib, sleeping bag or hatchet?"
pedal,cord,daisy,2.205632360800461,3.6572900949908713,3.5669732287769507,"Which is more similar to pedal, cord or daisy?"
bark,garlic,cream,2.4708050940829076,3.609147096734089,3.106341394458855,"Which is more similar to bark, garlic or cream?"
bookshelf,ruler,fishnet stockings,2.066901444579978,3.507572777379204,3.0939571634934246,"Which is more similar to bookshelf, ruler or fishnet stockings?"
peanut,tomato sauce,bungee,1.6676805960775187,3.532231921557886,3.48750721617041,"Which is more similar to peanut, tomato sauce or bungee?"
quilt,confetti,revolver,2.2473143299019585,3.659601870951966,3.431629298142872,"Which is more similar to quilt, confetti or revolver?"
dishwashing liquid,sink,whale,2.103635314856438,3.533761286941511,3.192411459166918,"Which is more similar to dishwashing liquid, sink or whale?"
spider web,beehive,bathtub,2.418625090416117,4.071134263697631,3.4513226139469118,"Which is more similar to spider web, beehive or bathtub?"
motherboard,clasp,squid,2.4010509551644708,3.51785488880024,3.5165909773011683,"Which is more similar to motherboard, clasp or squid?"
pillow,kilt,badger,2.4852708423176115,3.554011157830371,3.2892556467092464,"Which is more similar to pillow, kilt or badger?"
star fruit,bean,camper,1.0758845667831716,3.592833990008671,3.6634828517710263,"Which is more similar to star fruit, bean or camper?"
trailer,hinge,melon,2.290198866007437,3.512077785599911,3.563437783963486,"Which is more similar to trailer, hinge or melon?"
trashcan,spark plug,cockroach,2.025903679132195,3.537977535783796,3.554310131188011,"Which is more similar to trashcan, spark plug or cockroach?"
cockatoo,cat,candle,1.4475308921466234,3.667352075877723,3.5126051840741317,"Which is more similar to cockatoo, cat or candle?"
chute,doorhandle,peach,1.9137925102818991,3.569083624993566,3.660296823922277,"Which is more similar to chute, doorhandle or peach?"
meerkat,iguana,grater,1.010595437585988,3.735639574194208,3.491299063197691,"Which is more similar to meerkat, iguana or grater?"
rose,bee,ink,2.2412400396861494,3.524702890665907,3.3577064165818635,"Which is more similar to rose, bee or ink?"
flipper,leash,pineapple,2.3779673431150963,3.6371147351476565,3.190479047603259,"Which is more similar to flipper, leash or pineapple?"
outfit,bracelet,firecracker,2.04312326247887,3.506444410293204,3.0753947101099657,"Which is more similar to outfit, bracelet or firecracker?"
roulette wheel,doorbell,duckling,2.1107696712620307,3.527768581287901,3.3955516232807534,"Which is more similar to roulette wheel, doorbell or duckling?"
nightstand,sink,peach,2.461562296658339,3.7162968060253747,3.6040174039414117,"Which is more similar to nightstand, sink or peach?"
jug,pump,knee,2.007366926308494,3.844316346735748,3.938208674460654,"Which is more similar to jug, pump or knee?"
tape,wedge,alpaca,2.4918741848449866,3.633592279010105,3.440206775580961,"Which is more similar to tape, wedge or alpaca?"
bench,coffin,squid,2.209542397758097,3.538537586221286,3.2785328806021288,"Which is more similar to bench, coffin or squid?"
chinaware,drink,raccoon,2.3269189782178525,3.647334143023724,3.878803941073681,"Which is more similar to chinaware, drink or raccoon?"
gem,hourglass,hedgehog,2.3378841634620002,3.5466607370959298,3.5739177613454727,"Which is more similar to gem, hourglass or hedgehog?"
casserole,shortbread,pallet,0.6781759176052855,3.5935286508495774,3.4585794546132282,"Which is more similar to casserole, shortbread or pallet?"
balloon,dice,meerkat,1.6466045205300575,3.6339336560479363,3.4882034562029625,"Which is more similar to balloon, dice or meerkat?"
caramel,ham,rickshaw,1.8036420314885806,3.5793494732934645,3.679342818718383,"Which is more similar to caramel, ham or rickshaw?"
foam,wrapping paper,jeep,2.2627175589007877,3.688619366711946,3.7749940223661667,"Which is more similar to foam, wrapping paper or jeep?"
saw,music box,crystal,2.4473988623553242,3.5194505143279566,3.4307828943488405,"Which is more similar to saw, music box or crystal?"
yolk,acorn,scissors,2.066221078000931,3.524551426440291,3.2346821652540787,"Which is more similar to yolk, acorn or scissors?"
candelabra,nutcracker,manatee,2.1465819678361253,3.528683091520406,3.206383402331692,"Which is more similar to candelabra, nutcracker or manatee?"
revolving door,phone,piglet,2.3999026929774874,3.5822127993432344,3.701899634885255,"Which is more similar to revolving door, phone or piglet?"
seagull,giraffe,file,1.6133078102778078,3.5192515193710023,3.225410892527921,"Which is more similar to seagull, giraffe or file?"
duct tape,block,whale,2.248229563362529,3.509725521654912,3.7511671833261886,"Which is more similar to duct tape, block or whale?"
stirrup,anchor,gumball,2.1630122285692917,3.595278219842899,3.9536634856432853,"Which is more similar to stirrup, anchor or gumball?"
flashbulb,solar panel,corsage,2.1064450388386495,3.7654702430440947,3.7867419626767513,"Which is more similar to flashbulb, solar panel or corsage?"
tortilla,sprouts,tricycle,1.42801435401086,3.5647906138893624,3.4646894761062432,"Which is more similar to tortilla, sprouts or tricycle?"
doorbell,bumper,vulture,1.514731323055895,3.5704762884090506,3.366042625531222,"Which is more similar to doorbell, bumper or vulture?"
brass knuckles,wrench,stew,2.4598616599584004,3.70164272765241,3.5890572274262986,"Which is more similar to brass knuckles, wrench or stew?"
needle,candlestick,pear,2.0220758105655006,3.573719232544027,3.329020979376129,"Which is more similar to needle, candlestick or pear?"
syringe,nail,hedgehog,2.3390138985777247,3.6671875481241294,3.579843781870748,"Which is more similar to syringe, nail or hedgehog?"
yoke,inkwell,marshmallow,2.0136610436974225,3.5239716484977337,3.2960690094976712,"Which is more similar to yoke, inkwell or marshmallow?"
pumpkin,chili,cruise ship,1.9720182249592346,3.5605564042348696,3.637624266974101,"Which is more similar to pumpkin, chili or cruise ship?"
plant,barbed wire,grate,2.451396881020666,4.0429165669137035,3.1662889334312037,"Which is more similar to plant, barbed wire or grate?"
gumball,board game,guinea pig,2.414147277097776,3.685581049748459,3.300774286467768,"Which is more similar to gumball, board game or guinea pig?"
ski pole,ramp,duckling,2.0186300238578125,3.513155738628058,3.3373427273156016,"Which is more similar to ski pole, ramp or duckling?"
nutcracker,swizzle stick,polar bear,2.0976726026624415,3.604241470803903,3.433864467321344,"Which is more similar to nutcracker, swizzle stick or polar bear?"
cello,footrest,polar bear,2.466009463224381,3.7730352223305084,3.581577519272215,"Which is more similar to cello, footrest or polar bear?"
overalls,shoulder,grate,1.5992488696156115,3.756940781850694,3.9420825717741628,"Which is more similar to overalls, shoulder or grate?"
jacket,jeans,test tube,0.8961622814799116,3.647364461472639,3.5744089974719504,"Which is more similar to jacket, jeans or test tube?"
scraper,mug,bowling ball,2.4393531980762413,3.504379433774728,3.4599570801225696,"Which is more similar to scraper, mug or bowling ball?"
avocado,lemonade,pallet,2.178612997704051,3.5518266725543044,3.337364956644294,"Which is more similar to avocado, lemonade or pallet?"
cougar,bison,handkerchief,0.66985633658355,3.5388786028169132,3.677008998686472,"Which is more similar to cougar, bison or handkerchief?"
handbrake,stake,moth,2.3766114448546523,3.6851135496849534,3.4373885118677663,"Which is more similar to handbrake, stake or moth?"
oilcan,stapler,bowling ball,2.1109985982353963,3.5269180147112413,3.485631602707661,"Which is more similar to oilcan, stapler or bowling ball?"
playpen,dollhouse,train car,2.359420682501199,3.5945410261819473,2.4529405378731184,"Which is more similar to playpen, dollhouse or train car?"
hatbox,roulette wheel,pineapple,2.463171792652035,3.548021836179092,3.2334762549451708,"Which is more similar to hatbox, roulette wheel or pineapple?"
fork,chute,raccoon,2.1962592766644526,3.5570732472867292,3.4874810461410193,"Which is more similar to fork, chute or raccoon?"
praying mantis,mint,blowtorch,2.2169255622607316,3.611761234332479,3.6674105003778346,"Which is more similar to praying mantis, mint or blowtorch?"
quill,paintbrush,bowling ball,2.288655794892335,3.693199502413061,3.123647907538418,"Which is more similar to quill, paintbrush or bowling ball?"
electric chair,scaffolding,peach,2.1402729102462077,3.5147294595764733,3.595702228074884,"Which is more similar to electric chair, scaffolding or peach?"
thermostat,joystick,necklace,1.560417844499448,3.546981376375176,3.301934598192639,"Which is more similar to thermostat, joystick or necklace?"
bus,dirt bike,rice,1.8245331675113647,3.6553566483422326,3.3968162656116196,"Which is more similar to bus, dirt bike or rice?"
unicycle,telescope,carrot,2.3411413492997584,3.5328659461488314,3.5768567753712874,"Which is more similar to unicycle, telescope or carrot?"
tortellini,coleslaw,sailboat,1.1848060524185233,3.501218058154626,3.548373176905907,"Which is more similar to tortellini, coleslaw or sailboat?"
wedding cake,almond,chisel,2.47579567536535,3.7271660607187096,3.72540709754282,"Which is more similar to wedding cake, almond or chisel?"
shrimp,cornbread,windsock,1.7893240240068944,3.527322863142545,3.5902179230986313,"Which is more similar to shrimp, cornbread or windsock?"
slot,vial,toe,2.4313998097565785,3.5406176029209053,3.1273191242222236,"Which is more similar to slot, vial or toe?"
beachball,football,brick,2.3871927733246667,3.5214826533916206,3.14119840835021,"Which is more similar to beachball, football or brick?"
snow,incubator,tuba,2.4893210699945474,3.7657389576704645,3.5763132088296055,"Which is more similar to snow, incubator or tuba?"
harmonica,medal,cilantro,2.2430713154112585,3.590635670204857,3.6923872684410655,"Which is more similar to harmonica, medal or cilantro?"
board,table,bear,1.942642691789403,3.5722507780811017,3.370148499209445,"Which is more similar to board, table or bear?"
whipped cream,yogurt,shears,1.5986051113698068,3.5696638493696624,3.2045499269141,"Which is more similar to whipped cream, yogurt or shears?"
cereal,guacamole,motorcycle,1.2560293127687658,3.5092187541714237,3.5340181409299856,"Which is more similar to cereal, guacamole or motorcycle?"
rifle,revolver,honeycomb,1.0038175222142247,3.623045728424252,4.023325459526513,"Which is more similar to rifle, revolver or honeycomb?"
wig,visor,celery,2.449657593891164,3.558823931378265,2.982267259629436,"Which is more similar to wig, visor or celery?"
closet,washboard,cilantro,2.0489121924876574,3.6923623778438133,3.5912938413028352,"Which is more similar to closet, washboard or cilantro?"
jukebox,toaster oven,grate,2.277233744508047,3.513476209705476,2.9275328462479324,"Which is more similar to jukebox, toaster oven or grate?"
towel,canvas,caterpillar,2.437974806211426,3.532741124989644,3.3210512562999766,"Which is more similar to towel, canvas or caterpillar?"
tag,mitten,rat,1.2903676568089792,3.5103951759152814,3.176168861318105,"Which is more similar to tag, mitten or rat?"
grapevine,kiwi,knee,2.220197428680263,3.6719190902758507,3.7246705976381342,"Which is more similar to grapevine, kiwi or knee?"
avocado,brownie,shell,1.6350349674183324,3.71676498043982,3.6173558692359262,"Which is more similar to avocado, brownie or shell?"
beachball,baseball,badger,1.7612489203534754,3.7845684938853674,3.5275693621484048,"Which is more similar to beachball, baseball or badger?"
buffet,corn,quad,1.1511450219911574,3.6180400373371917,3.6365775648400405,"Which is more similar to buffet, corn or quad?"
pocketknife,missile,grate,2.215879564558393,3.5245905210691166,3.6388473088106483,"Which is more similar to pocketknife, missile or grate?"
life jacket,lumber,artichoke,2.496919794683824,3.5858252235108354,3.7643742025625153,"Which is more similar to life jacket, lumber or artichoke?"
cannonball,pumpkin,hairdryer,1.97691226354439,3.6905136492082193,3.615236395127421,"Which is more similar to cannonball, pumpkin or hairdryer?"
jeep,scooter,toe,2.432367722855641,3.9302056050111815,3.278765156096388,"Which is more similar to jeep, scooter or toe?"
guardrail,piggy bank,corsage,2.326147436713307,3.5033071280937467,3.340035976267809,"Which is more similar to guardrail, piggy bank or corsage?"
cookie,kale,flute,2.478014720158545,3.6218283219679916,3.674134212320235,"Which is more similar to cookie, kale or flute?"
police car,dolly,cherry,2.271085641398778,3.515822037621838,3.164970927964768,"Which is more similar to police car, dolly or cherry?"
pocket watch,waterwheel,boar,2.26337407602605,3.68786418016499,3.231068251778346,"Which is more similar to pocket watch, waterwheel or boar?"
toilet,brace,moth,2.220853183793637,3.5425542391819556,3.3862097885420197,"Which is more similar to toilet, brace or moth?"
sling,pants,bowling ball,1.9827568508600824,3.6193283925870916,3.7425168652597223,"Which is more similar to sling, pants or bowling ball?"
wheel,grill,grate,2.276781135465584,3.6895255857355758,3.389491083609264,"Which is more similar to wheel, grill or grate?"
wagon,humvee,cummerbund,2.4919932240051486,3.5006910390757486,3.6352421235381187,"Which is more similar to wagon, humvee or cummerbund?"
pipe,pantyhose,pom-pom,2.4304244776061497,3.5803536614205087,3.20570579961954,"Which is more similar to pipe, pantyhose or pom-pom?"
petri dish,maple syrup,boar,2.292858826654995,3.528868015594001,3.487541786730699,"Which is more similar to petri dish, maple syrup or boar?"
hip,hair,crayon,2.2368136213245395,3.5908882568553304,3.5802275625012157,"Which is more similar to hip, hair or crayon?"
toast,vegetable,screwdriver,1.4354918703806714,3.5628735438856376,3.5830053011442375,"Which is more similar to toast, vegetable or screwdriver?"
cymbal,tack,doll,2.1737939756236972,3.506041607364977,3.6062059527724406,"Which is more similar to cymbal, tack or doll?"
crystal ball,parking meter,bison,2.335038643294857,3.5441593518231764,3.2572841475484218,"Which is more similar to crystal ball, parking meter or bison?"
stick,wooden leg,cream,2.4162090669169536,3.5175969030570853,3.5303268048067387,"Which is more similar to stick, wooden leg or cream?"
spider web,sea urchin,shell,2.1283513967018144,3.79581846915853,3.494347859019967,"Which is more similar to spider web, sea urchin or shell?"
insole,toe,clipper,2.470591077100811,3.5440139185983246,3.6679065988680364,"Which is more similar to insole, toe or clipper?"
rim,trailer,caterpillar,2.1339841487506166,3.5479491420433797,3.3914589288127135,"Which is more similar to rim, trailer or caterpillar?"
rose,bonsai,stretcher,2.159500954016858,3.6213607951204545,3.1198252060036418,"Which is more similar to rose, bonsai or stretcher?"
poinsettia,leek,mixer,2.394158148474722,3.5184567829324256,2.8312569052531034,"Which is more similar to poinsettia, leek or mixer?"
toe,bikini,puck,2.4238077205179485,3.54376246905064,3.1753134950286808,"Which is more similar to toe, bikini or puck?"
plunger,key,cockroach,2.1464624611939,3.573124939137422,3.5429351954170047,"Which is more similar to plunger, key or cockroach?"
beet,steak,baton,2.162540147524827,3.577165305757428,3.301016797834697,"Which is more similar to beet, steak or baton?"
sarcophagus,mirror,gumball,2.235609698345283,3.5124784444410073,3.394226386126632,"Which is more similar to sarcophagus, mirror or gumball?"
chair,sink,boar,2.119390151411438,3.567415336203379,3.6498840372766552,"Which is more similar to chair, sink or boar?"
spacesuit,clothes,lettuce,2.095555788833953,3.5730484765697184,3.433803209503948,"Which is more similar to spacesuit, clothes or lettuce?"
beanie,bow,wreck,1.7312341120446721,3.556823269457154,3.5339802854643243,"Which is more similar to beanie, bow or wreck?"
freezer,life jacket,spider web,2.2639412458776946,3.5292556385423826,3.51375612879926,"Which is more similar to freezer, life jacket or spider web?"
wire,tackle,yak,2.4459226839416672,3.775290713546074,3.392034100796913,"Which is more similar to wire, tackle or yak?"
ankle,woman,blimp,2.1874133898599974,3.8203600805622355,3.4805751109170124,"Which is more similar to ankle, woman or blimp?"
grasshopper,aloe,playpen,2.0515109537993763,3.5767635904525457,3.7442583653658246,"Which is more similar to grasshopper, aloe or playpen?"
olive,sweet potato,parachute,1.1318049083250423,3.529273692692918,3.4833377919696527,"Which is more similar to olive, sweet potato or parachute?"
gondola,yacht,boxing gloves,1.6319727037533982,3.5497101554291244,3.7152598744663594,"Which is more similar to gondola, yacht or boxing gloves?"
fence,loom,champagne,2.0075546405384856,3.5533732210910833,3.337978258173097,"Which is more similar to fence, loom or champagne?"
yo-yo,whistle,goose,2.243248906330067,3.61632678903245,3.5240114944546224,"Which is more similar to yo-yo, whistle or goose?"
air pump,metronome,badger,2.129572569138388,3.513400171366157,3.3899306309377697,"Which is more similar to air pump, metronome or badger?"
muffin,pepper,paddle,2.3919413156973897,3.5099639638146884,3.541342322661596,"Which is more similar to muffin, pepper or paddle?"
cordon bleu,potpie,jewel,0.4879281717071823,3.55220269025338,3.385583471142515,"Which is more similar to cordon bleu, potpie or jewel?"
trashcan,bedpost,poinsettia,2.3738328926875236,3.5007455595268007,3.4079285056699757,"Which is more similar to trashcan, bedpost or poinsettia?"
rhinoceros,cheetah,hammer,0.3806386089980443,3.6149965524819603,3.5456866592635716,"Which is more similar to rhinoceros, cheetah or hammer?"
jukebox,pulley,raccoon,2.484251609798564,3.5643556696806984,3.613550617444117,"Which is more similar to jukebox, pulley or raccoon?"
razor blade,fencepost,meerkat,2.464722192347552,3.5414596639019416,3.2556706920547174,"Which is more similar to razor blade, fencepost or meerkat?"
springboard,fishhook,knee,2.496979275507151,3.5173855281757636,3.9261452872934623,"Which is more similar to springboard, fishhook or knee?"
lab coat,mannequin,deer,1.5156896784516114,3.5875958516043753,3.3010474774800125,"Which is more similar to lab coat, mannequin or deer?"
bow,overalls,hedge,2.3749234919195685,3.5114151797528694,2.969744512738623,"Which is more similar to bow, overalls or hedge?"
aquarium,coop,violin,2.262254948479971,3.5091893766097413,3.193357937383583,"Which is more similar to aquarium, coop or violin?"
ladybug,tiger,ski lift,2.3429883793926134,3.7258276691128955,3.4667556172189538,"Which is more similar to ladybug, tiger or ski lift?"
scissors,vise,polar bear,2.1762793247012695,3.7058316454701425,3.700311897605225,"Which is more similar to scissors, vise or polar bear?"
star fruit,chicken,stretcher,2.0181441727614775,3.5478189190318776,3.5820574035307415,"Which is more similar to star fruit, chicken or stretcher?"
petal,garlic,record,1.9470702336489942,3.5100657805663906,3.331919583896186,"Which is more similar to petal, garlic or record?"
pepper mill,ice-cream cone,polar bear,2.167878993128379,3.511945260552342,3.584369630043436,"Which is more similar to pepper mill, ice-cream cone or polar bear?"
handbrake,solar panel,papaya,2.4735977994804443,3.6275740335640583,3.4359897269728084,"Which is more similar to handbrake, solar panel or papaya?"
jellyfish,elephant,wagon,2.293276801317643,3.52154523794381,3.2746147768826295,"Which is more similar to jellyfish, elephant or wagon?"
pastry,juice,crane,2.1350750974420545,3.5456771196776833,3.6135370664274857,"Which is more similar to pastry, juice or crane?"
banner,stapler,corsage,2.399573313446334,3.53307557507409,3.8335585904166902,"Which is more similar to banner, stapler or corsage?"
meerkat,mouse,candlestick,0.6673572036938558,3.726944853863924,3.502565668757908,"Which is more similar to meerkat, mouse or candlestick?"
